Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"ПуВВ-Т 1х1,0","3,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h1-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  1,0: номинальное сечение жилы 1,0 мм2  "
"ПуВВ-Т 1х1,5","4,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h1-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  1,5: номинальное сечение жилы 1,5 мм2  "
ПуВВ-Т 1х10,"7,1 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h10,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  10: номинальное сечение жилы 10 мм2  
ПуВВ-Т 1х120,"18,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h120,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  120: номинальное сечение жилы 120 мм2  
ПуВВ-Т 1х150,"21,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h150,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  150: номинальное сечение жилы 150 мм2  
ПуВВ-Т 1х16,"8,9 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h16,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  16: номинальное сечение жилы 16 мм2  
ПуВВ-Т 1х185,"23,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h185,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  185: номинальное сечение жилы 185 мм2  
"ПуВВ-Т 1х2,5","4,9 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h2-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  2,5: номинальное сечение жилы 2,5 мм2  "
ПуВВ-Т 1х240,"26,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h240,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  240: номинальное сечение жилы 240 мм2  
ПуВВ-Т 1х25,"10,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h25,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  25: номинальное сечение жилы 25 мм2  
ПуВВ-Т 1х300,"29,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h300,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  300: номинальное сечение жилы 300 мм2  
ПуВВ-Т 1х35,"11,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h35,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  35: номинальное сечение жилы 35 мм2  
"ПуВВ-Т 1х4,0","5,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h4-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  4,0: номинальное сечение жилы 4,0 мм2  "
ПуВВ-Т 1х400,"32,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h400,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  400: номинальное сечение жилы 400 мм2  
ПуВВ-Т 1х50,"12,7 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h50,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  50: номинальное сечение жилы 50 мм2  
"ПуВВ-Т 1х6,0","5,9 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h6-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  6,0: номинальное сечение жилы 6,0 мм2  "
ПуВВ-Т 1х70,"14,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h70,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  70: номинальное сечение жилы 70 мм2  
ПуВВ-Т 1х95,"16,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h95,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  95: номинальное сечение жилы 95 мм2  
"ПуВВ-Т 2х0,5",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-2h0-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"ПуВВ-Т 2х0,75",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-2h0-75,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ПуВВ-Т 2х1,0",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-2h1-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ПуВВ-Т 2х1,5",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-2h1-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПуВВ-Т 2х2,5",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-2h2-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПуВВ-Т 2х4,0",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-2h4-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВВ-Т 3х0,5",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-3h0-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  3: 3 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"ПуВВ-Т 3х0,75",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-3h0-75,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ПуВВ-Т 3х1,0",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-3h1-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  3: 3 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ПуВВ-Т 3х1,5",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-3h1-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПуВВ-Т 3х2,5",,10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-3h2-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
